"companyId","companyName","companyUrl","@context","@type","name","image","telephone","address.@type","address.streetAddress","address.addressLocality","address.addressRegion","address.postalCode","address.addressCountry","geo.@type","geo.latitude","geo.longitude","description","logo","sameAs","url"
"4018","American Compressor Company","https://www.usaustrians.com/austrian-companies-in-usa/4018/american-compressor-company","http://schema.org","LocalBusiness","American Compressor Company","","562-944-6188","PostalAddress","10144 Freeman Avenue","Santa Fe Springs","CA","90670","US","GeoCoordinates","33.9447800","-118.0579490","Distributor for KAESER Compressor sales, parts and service, Southern California.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_4018.jpg","[""https://www.facebook.com/pages/American-Compressor/155405854498094""]","https://www.usaustrians.com/Austrian-enterprises-inUSA/4018/american-compressor-company"
"5447","American Friends of Austria","https://www.usaustrians.com/austrian-companies-in-usa/5447/american-friends-of-austria","http://schema.org","LocalBusiness","American Friends of Austria","","","PostalAddress","22 Park Lane Unit 417","Park Ridge","IL","60068","","GeoCoordinates","42.0134144","-87.8605894",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/5447/american-friends-of-austria"
"4019","American GFM Corporation","https://www.usaustrians.com/austrian-companies-in-usa/4019/american-gfm-corporation","http://schema.org","LocalBusiness","American GFM Corporation","","757-487-2442","PostalAddress","1200 Cavalier Blvd.","Chesapeake","VA","23323","US","GeoCoordinates","36.7810490","-76.3660810","AGFM, in VIRGINIA, is a machine tool manufacturer for Crankshaft milling machines and camshaft milling machines.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_4019.gif",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/4019/american-gfm-corporation"
"9706","American Institute of Musical Studies AIMS","https://www.usaustrians.com/austrian-companies-in-usa/9706/american-institute-of-musical-studies-aims","http://schema.org","LocalBusiness","American Institute of Musical Studies AIMS","","816-268-3657","PostalAddress","28 East 69th Street","Kansas City","KS","64113","US","GeoCoordinates","47.0675987","15.4373302","Summer Programs in Austria for Voice, Piano & Orchestra. As the leading summer music program in Europe, AIMS is a one-of-a-kind experience. The program is designed to prepare you for a career as a professional musician.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_9706.jpg","[""https://www.facebook.com/AIMSinGraz""]","https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/9706/american-institute-of-musical-studies-aims"
"4020","American SignuMat Ltd.","https://www.usaustrians.com/austrian-companies-in-usa/4020/american-signumat-ltd","http://schema.org","LocalBusiness","American SignuMat Ltd.","","410-592-2907","PostalAddress","115 Wight Ave, Unit 397","Cockeysville","MD","21030","US","GeoCoordinates","39.5100970","-76.5709720","Signumat offers plastic tags with hot stamped inscriptions, Barcode inscriptions at customer's option and RFID labels for an efficient and easy application.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_4020.png",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/4020/american-signumat-ltd"
"4024","Andlinger & Company Inc.","https://www.usaustrians.com/austrian-companies-in-usa/4024/andlinger-company-inc","http://schema.org","LocalBusiness","Andlinger & Company Inc.","","914-332-4900","PostalAddress","520 White Plains Road, Suite 500","Tarrytown","NY","10591","US","GeoCoordinates","41.0662839","-73.8625218","A private investment and management firm with offices in the United States, Austria, and Belgium. Founded by Gerhard Andlinger.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_4024.png",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/4024/andlinger-company-inc"
"7248","ANGER MACHINING GmbH","https://www.usaustrians.com/austrian-companies-in-usa/7248/anger-machining-gmbh","http://schema.org","LocalBusiness","ANGER MACHINING GmbH","","734-973-5530","PostalAddress","4630 Freedom Drive","Ann Arbor","MI","48108","US","GeoCoordinates","34.0691090","-118.4067393","The Austrian company ANGER MACHINING headquartered in Traun has been developing systems for the machining of serial parts, structural parts, and turn-key solutions in the automotive industry since 1982.sANGER systems are perfectly suited for solving production challenges from demand of scalable productivity, lower life cycle cost, demand of flexibility, to requirement of precision and volume. Leading automotive companies such as FCA, Daimler, VW, ZF, Magna and many more rely on ANGER technology.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_7248.png","[""https://www.facebook.com/AngerMachiningGmbh""]","https://www.usaustrians.com/Austrian-enterprises-inUSA/7248/anger-machining-gmbh"
"4031","Anton Paar USA, Inc.","https://www.usaustrians.com/austrian-companies-in-usa/4031/anton-paar-usa-inc","http://schema.org","LocalBusiness","Anton Paar USA, Inc.","","804-550-1051","PostalAddress","10215 Timber Ridge Drive","Ashland","VA","23005","US","GeoCoordinates","37.6991500","-77.4533670","Anton Paar produces high-end measuring and laboratory instruments for industry and research. It is the world leader in the measurement of density, concentration and CO2 and in the field of rheometry. Anton Paar is owned by the charitable Santner Foundation.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/cae_logo_81_4031.jpg","[""https://www.facebook.com/AntonPaarHQ"",""https://twitter.com/AntonPaar""]","https://www.usaustrians.com/Austrian-enterprises-inUSA/4031/anton-paar-usa-inc"
"5385","Arno Schmidt Enterpises","https://www.usaustrians.com/austrian-companies-in-usa/5385/arno-schmidt-enterpises","http://schema.org","LocalBusiness","Arno Schmidt Enterpises","","&amp;18 672 5464","PostalAddress","3406 81 Street","Jackson Heights","NY","11372","US","GeoCoordinates","40.7534710","-73.8859389","Austrian chef and food critic and writer.
Since 1985 I have been a consultant and worked with Henry Grossbard, Food Facility Consultant and many projects. I bring operational experience in front of the house and back of the house to the table and frequently write the food service program for architects. sHenry and I worked on many major projects, including the Guggenheim Museum in Abu Dhabi.sI also lectured as adjunct Professor at NYU for 5 years, other colleges and frequently on cruise lines. I am fluent in German, English and Spanish. I have been associated with the CIA since 1966 and I am a Trustee Emeritus.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_5385.jpg",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/5385/arno-schmidt-enterpises"
"4047","AT&S Americas LLC","https://www.usaustrians.com/austrian-companies-in-usa/4047/ats-americas-llc","http://schema.org","LocalBusiness","AT&S Americas LLC","","408-573-1211","PostalAddress","1798 Technology Drive, Suite 130","San Jose","CA","95134","US","GeoCoordinates","37.3965860","-121.9286190","AT&S is the European market leader and one of the globally leading manufacturers of high-value printed circuit boards and IC substrates. AT&S industrialises leading-edge technologies for its core business segments Mobile Devices, Automotive, Industrial, Medical and Advanced Packaging.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_4047.png",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/4047/ats-americas-llc"
"6606","Attila Glatz Concerts Productions Inc.","https://www.usaustrians.com/austrian-companies-in-usa/6606/attila-glatz-concerts-productions-inc","http://schema.org","LocalBusiness","Attila Glatz Concerts Productions Inc.","","4163231403","PostalAddress","77 Bloor St. West Suite 1801","Toronto, Ontario",,"S1M2","US","GeoCoordinates","43.6696137","-79.3898057","Salute to Vienna has indeed become the World's Greatest New Year's Concert! Fourteen years ago Attila and Marion Glatz, founders and producers of Salute to Vienna, realized their dream of bringing the joy and beauty of Vienna's Neujahrskonzert to North American audiences. Salute to Vienna, premiered at Toronto's Roy Thomson Hall in 1995 and was an immediate success. Beginning with that first sold-out performance, Salute to Vienna has grown to become the largest simultaneously produced concert series in North America. This year Salute to Vienna audiences in 20 major North American cities will celebrate the New Year in traditional Viennese style!  New York to L.A. /Vancouver to Montreal.
Guided by their own musical passion and commitment to artistic excellence and authenticity, producers Attila and Marion Glatz travel several times each year to the City of Dreams (Vienna) and other major cultural centers around the globe, to carefully select some of the most dynamic talent from the best of Europe's opera houses and concert halls. Each international cast of maestros, singers and dancers is backed by a full symphony orchestra, and performs the glorious Viennese music, song and dance in dazzling splendor!  Audiences are always cheered by the light-hearted, yet subtly profound character of the music:  operatic excerpts, arias, waltzes and polkas (always a few surprises of course), courtesy of Johann Strauss Jr., Vienna's beloved “Waltz King”..
Encouraged by their initial success at Toronto's Roy Thomson Hall, one year later, in 1996, another sold-out  concert debuted at New York's Lincoln Center. The rest is Salute to Vienna history! Attila and Marion Glatz steadily expanded their renowned production to include North America's most prestigious, major cultural centers. Now, over 50 thousand people can experience a live festive Neujahrskonzert without going all the way to Vienna, or watching it on television! For this remarkable achievement, Attila and Marion Glatz were awarded the Austrian Government's prestigious Decoration of Merit in Gold.
Salute to Vienna is now one of  North America's favourite New Year's traditions. What Nutcracker means to Christmas, Salute to Vienna means to the New Year!","https://www.usaustrians.com/assets/dynamic_image/bus_logo/cae_logo_81_6606.jpg",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/6606/attila-glatz-concerts-productions-inc"
"6643","Austria Lacrosse","https://www.usaustrians.com/austrian-companies-in-usa/6643/austria-lacrosse","http://schema.org","LocalBusiness","Austria Lacrosse","","","PostalAddress","","Vienna, Austria",,"","US","GeoCoordinates","48.2092062","16.3727778","Lacrosse und Intercrosse in Österreich.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_6643.png",,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/6643/austria-lacrosse"
"4054","Austrian Airlines","https://www.usaustrians.com/austrian-companies-in-usa/4054/austrian-airlines","http://schema.org","LocalBusiness","Austrian Airlines","","718-670-8610","PostalAddress","1640 Hempstead Turnpike","East Meadow","NY","11554","US","GeoCoordinates","40.7225150","-73.5752060",,"https://www.usaustrians.com/assets/dynamic_image/bus_logo/cae_logo_107_4054.jpg",,"https://www.usaustrians.com/Austrian-enterprises-inUSA/4054/austrian-airlines"
"3719","Austrian American Club of Los Angeles","https://www.usaustrians.com/austrian-companies-in-usa/3719/austrian-american-club-of-los-angeles","http://schema.org","LocalBusiness","Austrian American Club of Los Angeles","","818-247-4963","PostalAddress","812 Patterson Ave.","Glendale","CA","91202","","GeoCoordinates","34.1577310","-118.2742590",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3719/austrian-american-club-of-los-angeles"
"5766","Austrian American Club, Colorado","https://www.usaustrians.com/austrian-companies-in-usa/5766/austrian-american-club-colorado","http://schema.org","LocalBusiness","Austrian American Club, Colorado","","719-382-7639","PostalAddress","29 Circle Sea Road","Fountain","CO","80817","",,,,,,,"https://www.usaustrians.com/austrian-companies-in-usa/5766/austrian-american-club-colorado"
"3670","Austrian American Council (AAC) Head Office","https://www.usaustrians.com/austrian-companies-in-usa/3670/austrian-american-council-aac-head-office","http://schema.org","LocalBusiness","Austrian American Council (AAC) Head Office","","818-507-5904","PostalAddress","2701 Forrester Drive","Los Angeles","CA","90064","US","GeoCoordinates","34.043989","-118.404662","The Austrian-American Council of North America is a not-for-profit organization which fosters good will and better understanding between the people of Austria and the United States. It sponsors and co-sponsors many Austrian cultural events such as concerts, recitals and exhibits, Austrian artists and the arts, and supports many humanitarian causes world-wide.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_3670.jpg",,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3670/austrian-american-council-aac-head-office"
"5771","Austrian American Council, Chicago","https://www.usaustrians.com/austrian-companies-in-usa/5771/austrian-american-council-chicago","http://schema.org","LocalBusiness","Austrian American Council, Chicago","","","PostalAddress","521 Rio Vista","Glenview","IL","60025","","GeoCoordinates","42.0648000","-87.7931010",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/5771/austrian-american-council-chicago"
"5767","Austrian American Council, Connecticut","https://www.usaustrians.com/austrian-companies-in-usa/5767/austrian-american-council-connecticut","http://schema.org","LocalBusiness","Austrian American Council, Connecticut","","203-438-9907","PostalAddress","21 Point Lookout","Milford","CT","06460","US","GeoCoordinates","41.2055590","-73.0395380",,,,"https://www.usaustrians.com/austrian-companies-in-usa/5767/austrian-american-council-connecticut"
"3675","Austrian American Council, Dallas Chapter","https://www.usaustrians.com/austrian-companies-in-usa/3675/austrian-american-council-dallas-chapter","http://schema.org","LocalBusiness","Austrian American Council, Dallas Chapter","","214-691-1421","PostalAddress","3524 Bryn Mawr","Dallas","TX","75225","","GeoCoordinates","32.8562720","-96.7910570",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3675/austrian-american-council-dallas-chapter"
"5779","Austrian American Council, Indiana","https://www.usaustrians.com/austrian-companies-in-usa/5779/austrian-american-council-indiana","http://schema.org","LocalBusiness","Austrian American Council, Indiana","","219-272-4909","PostalAddress","17635 Juday Lake Drive","South Bend","IN","46635","","GeoCoordinates","41.7054694","-86.2088060",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/5779/austrian-american-council-indiana"
"3676","Austrian American Council, Iowa Chapter","https://www.usaustrians.com/austrian-companies-in-usa/3676/austrian-american-council-iowa-chapter","http://schema.org","LocalBusiness","Austrian American Council, Iowa Chapter","","319-277-2083","PostalAddress","1623 Lilac Lane","Cedar Falls","IA","50613","","GeoCoordinates","42.5076330","-92.4267504",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3676/austrian-american-council-iowa-chapter"
"5761","Austrian American Council, Los Angeles","https://www.usaustrians.com/austrian-companies-in-usa/5761/austrian-american-council-los-angeles","http://schema.org","LocalBusiness","Austrian American Council, Los Angeles","","","PostalAddress","335 N.Adams Street, #202","Glendale","CA","91206","","GeoCoordinates","34.1511240","-118.2423670",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/5761/austrian-american-council-los-angeles"
"3677","Austrian American Council, Louisiana","https://www.usaustrians.com/austrian-companies-in-usa/3677/austrian-american-council-louisiana","http://schema.org","LocalBusiness","Austrian American Council, Louisiana","","504-885-8987","PostalAddress","5800 Virginia Place","Metairie","LA","70003","","GeoCoordinates","30.0272630","-90.2136380",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3677/austrian-american-council-louisiana"
"3678","Austrian American Council, Maine","https://www.usaustrians.com/austrian-companies-in-usa/3678/austrian-american-council-maine","http://schema.org","LocalBusiness","Austrian American Council, Maine","","207-775-6577","PostalAddress","57 Coyle Street","Portland","ME","04101","","GeoCoordinates","43.6695090","-70.2799579",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3678/austrian-american-council-maine"
"3679","Austrian American Council, Massachusetts Chapter","https://www.usaustrians.com/austrian-companies-in-usa/3679/austrian-american-council-massachusetts-chapter","http://schema.org","LocalBusiness","Austrian American Council, Massachusetts Chapter","","978 579 2191","PostalAddress","34 Cutting Cross Way","Wayland","MA","01778","US","GeoCoordinates","42.3684760","-71.4319490",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3679/austrian-american-council-massachusetts-chapter"
"3714","Austrian American Council, Michigan Chapter","https://www.usaustrians.com/austrian-companies-in-usa/3714/austrian-american-council-michigan-chapter","http://schema.org","LocalBusiness","Austrian American Council, Michigan Chapter","","248-693-8422","PostalAddress","500 Manitou Lane","Lake Orion","MI","48362","US","GeoCoordinates","42.7985260","-83.2539380",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3714/austrian-american-council-michigan-chapter"
"3684","Austrian American Council, North & South Dakota Chapter","https://www.usaustrians.com/austrian-companies-in-usa/3684/austrian-american-council-north-south-dakota-chapter","http://schema.org","LocalBusiness","Austrian American Council, North & South Dakota Chapter","","605-677-5625","PostalAddress","The University of South Dakota","Vermillion","SD","57069","","GeoCoordinates","42.7860350","-96.9253400",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3684/austrian-american-council-north-south-dakota-chapter"
"3696","Austrian American Council, Washington","https://www.usaustrians.com/austrian-companies-in-usa/3696/austrian-american-council-washington","http://schema.org","LocalBusiness","Austrian American Council, Washington","","425-643-4792","PostalAddress","15628 SE 43rd Street","Bellevue","WA","98006","","GeoCoordinates","47.5690970","-122.1309520",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3696/austrian-american-council-washington"
"3697","Austrian American Council/West","https://www.usaustrians.com/austrian-companies-in-usa/3697/austrian-american-councilwest","http://schema.org","LocalBusiness","Austrian American Council/West","","818-507-5904","PostalAddress","2701 Forrester Drive","Los Angeles","CA","90064","US","GeoCoordinates","34.0439920","-118.4046630",,"https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_3697.jpg","[""https://www.facebook.com/Austrian-American-Council-West-417490161631215""]","https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3697/austrian-american-councilwest"
"3688","Austrian American Society of Oregon","https://www.usaustrians.com/austrian-companies-in-usa/3688/austrian-american-society-of-oregon","http://schema.org","LocalBusiness","Austrian American Society of Oregon","","503-246-2383","PostalAddress","6215 SW 41st. Avenue","Portland","OR","97221","US","GeoCoordinates","45.4787220","-122.7202880","The Austrian-American Society of Oregon was established on September 17th 1986. Our purpose is to foster Austrian customs and culture in the Portland area.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_3688.png",,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3688/austrian-american-society-of-oregon"
"3722","Austrian American Society of South Eastern Wisconsin","https://www.usaustrians.com/austrian-companies-in-usa/3722/austrian-american-society-of-south-eastern-wisconsin","http://schema.org","LocalBusiness","Austrian American Society of South Eastern Wisconsin","","414-453-5131","PostalAddress","11835 W. Diane Drive","Wauwatosa","WI","53226","","GeoCoordinates","43.0434360","-88.0605530",,,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3722/austrian-american-society-of-south-eastern-wisconsin"
"3701","Austrian Association of Hawaii","https://www.usaustrians.com/austrian-companies-in-usa/3701/austrian-association-of-hawaii","http://schema.org","LocalBusiness","Austrian Association of Hawaii","","808-734-3163","PostalAddress","2108 Alaeloa Place","Honolulu","HI","96821","US","GeoCoordinates","21.2931100","-157.7760620","It is the purpose of the Austrian Association of Hawai′i (AAH) to promote the understanding between Austria and Hawai′i. Our membership consists of Austrians abroad and all friends of Austria regardless of their national origin.",,,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3701/austrian-association-of-hawaii"
"5760","Austrian Association of Southern Arizona","https://www.usaustrians.com/austrian-companies-in-usa/5760/austrian-association-of-southern-arizona","http://schema.org","LocalBusiness","Austrian Association of Southern Arizona","","480-460-4868","PostalAddress","14234 South 7th Street","Phoenix","AZ","85048","US","GeoCoordinates","32.2670660","-110.8940190","The Austrian Society of Arizona is an organization of Austrian-Americans. Descendants of Austrians and Friends of Austria, who enjoy sharing the traditions, culture and history of Austria with other interested persons and people of Arizona.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_5760.gif",,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/5760/austrian-association-of-southern-arizona"
"3704","Austrian Club of Washington","https://www.usaustrians.com/austrian-companies-in-usa/3704/austrian-club-of-washington","http://schema.org","LocalBusiness","Austrian Club of Washington","","425-771-6409","PostalAddress","9714 Lindsay Place","Admonds","WA","98020","US","GeoCoordinates","47.827812","-122.366095","Is an ethnic social organization consisting of members from all walks of life and nationalities.","https://www.usaustrians.com/assets/dynamic_image/bus_logo/bus_logo_3704.gif",,"https://www.usaustrians.com/Institutes-Organizations-Austrians-in-USA/3704/austrian-club-of-washington"
